@relation caracteristicas

@attribute cabelo_mel real
@attribute calca_mel real
@attribute roupa_winggum real
@attribute estrela_winggum real
@attribute classe {Mel, Winggum}

@data
2.54296875,1.3040364583333333,0.022135416666666664,0.06575520833333333,Mel
0.08259911894273128,0.06797219162995595,14.829983480176212,0.8105038546255506,Winggum
4.992170479302832,0.03404139433551198,0.34637118736383443,0.014467592592592591,Mel
0.0024960063897763577,0.05740814696485623,29.314347044728432,0.05740814696485623,Winggum
6.509114583333334,0.08658854166666667,0.11979166666666666,0.21516927083333331,Mel
0.0,0.010738831615120275,22.35422036082474,0.08859536082474227,Winggum
7.176106770833333,0.09309895833333334,0.072265625,0.2060546875,Mel
0.005640794223826715,0.06345893501805054,16.78418321299639,0.0592283393501805,Winggum
11.329752604166666,0.12760416666666666,1.7659505208333333,0.6295572916666666,Mel
0.0,0.04119873046875,5.138397216796875,0.035858154296875,Winggum
4.78515625,0.7747395833333334,0.45377604166666663,0.22721354166666666,Mel
0.03495865758754864,0.09575632295719844,23.493737840466927,1.053319552529183,Winggum
10.214962121212121,0.0615530303030303,2.0610795454545454,0.17424242424242423,Mel
0.0,0.033152675276752766,19.864218173431734,0.12540359778597784,Winggum
1.6424736368312758,0.006430041152263375,0.28814621913580246,0.022505144032921812,Mel
0.020741150442477877,0.049548303834808266,18.04480088495575,0.029959439528023598,Winggum
1.382056970164609,0.005626286008230453,0.29618377057613166,0.018888245884773662,Mel
8.980189732142858,0.2762276785714286,18.610491071428573,0.7491629464285715,Winggum
9.085648148148149,0.12217078189300412,1.9109278549382718,0.4653742283950617,Mel
0.012637867647058825,0.09420955882352941,17.32996323529412,0.12982536764705882,Winggum
5.480002572016461,0.04701967592592592,0.07595486111111112,0.02933706275720165,Mel
0.0,0.033152675276752766,10.92020295202952,0.0994580258302583,Winggum
5.758503729423868,0.02652391975308642,0.05947788065843621,0.02210326646090535,Mel
0.00633445945945946,0.05173141891891892,12.014358108108109,0.03272804054054054,Winggum
4.9631880144032925,0.01808449074074074,0.07073045267489712,0.04862718621399177,Mel
0.005830223880597014,0.050139925373134324,0.01982276119402985,0.10261194029850745,Winggum
4.949122299382716,0.01286008230452675,0.04219714506172839,0.04581404320987654,Mel
0.3731955380577428,0.6018290682414699,5.511811023622047,0.25118930446194226,Winggum
11.871722027972027,0.12747668997668998,0.7603074009324009,0.3350815850815851,Mel
0.005761430678466076,0.06107116519174042,19.768620943952804,0.2650258112094395,Winggum
2.567193930041152,0.014467592592592591,0.30582883230452673,0.09685249485596709,Mel
1.319204152249135,0.13110942906574394,12.474318771626297,0.2473507785467128,Winggum
4.203237525720165,0.02652391975308642,0.0184863683127572,0.28493119855967075,Mel
0.0015199416342412452,0.04559824902723735,12.80702821011673,0.22343142023346302,Winggum
6.773646476337449,0.03898212448559671,0.03737461419753086,0.33034336419753085,Mel
2.044155604719764,1.9496681415929202,17.09416482300885,1.6247234513274336,Winggum
6.320328575102881,0.03215020576131687,0.01808449074074074,0.41835455246913583,Mel
0.0,0.008138020833333332,17.625596788194446,2.03857421875,Winggum
1.045866935483871,0.6957836605890603,0.21859659887798036,0.2355802945301543,Mel
0.006141902515723271,0.006141902515723271,0.6977201257861635,0.012283805031446542,Winggum
7.4318910256410255,6.392728365384616,1.4206063034188035,0.03839476495726496,Mel
0.0015199416342412452,0.016719357976653696,0.20215223735408563,0.027358949416342412,Winggum
4.880803112139918,0.053449717078189296,0.01366383744855967,0.1675829475308642,Mel
0.03877875302663438,0.10782384987893462,19.797026331719128,0.1447109564164649,Winggum
7.486653645833333,0.1513671875,0.013346354166666666,1.5735677083333333,Mel
0.0,0.10122034671532848,27.28102189781022,1.3757413321167884,Winggum
9.444128787878787,0.08475378787878789,7.155776515151516,0.22301136363636365,Mel
0.019227655440414507,0.035419365284974094,8.529995142487047,0.44223607512953367,Winggum
4.725260416666666,0.92578125,6.1162109375,0.0576171875,Mel
0.0027901785714285715,0.078125,8.427269345238095,0.06603422619047619,Winggum
2.609375,0.30729166666666663,1.5084635416666667,0.08854166666666666,Mel
0.012906112334801762,0.05764730176211454,5.583184196035242,0.013766519823788547,Winggum
1.9332570043103448,0.05051185344827586,0.0720635775862069,1.2533674568965516,Mel
0.05266853932584269,0.08229459269662921,3.2061973314606744,0.1426439606741573,Winggum
2.2885237068965516,0.04613415948275862,0.04209321120689655,1.3119612068965516,Mel
0.001351643598615917,0.001351643598615917,0.9772383217993079,0.05947231833910035,Winggum
16.152641612200437,0.18722766884531591,0.27658632897603486,0.07148692810457516,Mel
0.001958020050125313,0.06265664160401002,0.5639097744360901,0.04209743107769423,Winggum
6.557718912760417,0.0152587890625,0.0035603841145833335,0.054423014322916664,Mel
0.03221649484536082,0.05772121993127148,1.5531035223367697,0.08725300687285224,Winggum
9.301858281893004,0.6381815843621399,0.205761316872428,0.4910943930041153,Mel
0.6766381766381766,0.17472400284900283,8.779602920227921,0.2170138888888889,Winggum
11.082356770833334,0.1845703125,0.0087890625,0.8899739583333334,Mel
0.004559824902723736,0.016719357976653696,1.8193701361867705,0.08967655642023346,Winggum
4.254989801864801,0.061917249417249416,0.12929778554778554,4.635598776223776,Mel
0.014796401515151516,0.09962910353535352,0.27915877525252525,0.06214488636363636,Winggum
2.852746212121212,2.1784855769230766,0.030958624708624708,0.06510416666666666,Mel
0.0014852661596958174,0.06238117870722434,5.871257129277566,0.020793726235741442,Winggum
5.084555041152263,2.2979359567901234,1.7320923353909465,0.014869470164609053,Mel
0.003116688829787234,0.05713929521276596,1.4752327127659575,0.1516788563829787,Winggum
3.4561471193415643,3.061503343621399,1.1694637345679013,0.00884130658436214,Mel
0.049777267818574514,0.06327618790496761,23.32275917926566,0.04387149028077754,Winggum
1.8483072916666665,5.963541666666667,1.384765625,0.130859375,Mel
0.005761430678466076,0.06337573746312684,18.722345132743364,0.1728429203539823,Winggum
16.556640625,0.3880208333333333,2.216796875,0.22330729166666666,Mel
